"REF_DATE","GEO","DGUID","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-01","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","17.98","","","","2"
"2022-02","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","17.37","","","","2"
"2022-03","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","17.52","","","","2"
"2022-04","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","18.85","","","","2"
"2022-05","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","18.72","","","","2"
"2022-06","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","18.60","","","","2"
"2022-07","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","18.79","","","","2"
"2022-08","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","18.00","","","","2"
"2022-09","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","18.40","","","","2"
"2022-10","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","18.38","","","","2"
"2022-11","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","19.42","","","","2"
"2022-12","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","19.50","","","","2"
"2023-01","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","16.96","","","","2"
"2023-02","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","17.25","","","","2"
"2023-03","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","14.96","","","","2"
"2023-04","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","14.62","","","","2"
"2023-05","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","19.50","","","","2"
"2023-06","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","19.79","","","","2"
"2023-07","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","19.65","","","","2"
"2023-08","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","11.99","","","","2"
"2023-09","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","18.72","","","","2"
"2023-10","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","20.17","","","","2"
"2023-11","Quebec","2016A000224","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447135","5.1","20.07","","","","2"
"2018-01","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","22.37","","","","2"
"2018-02","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","16.17","","","","2"
"2018-03","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","21.11","","","","2"
"2018-04","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","26.06","","","","2"
"2018-05","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","17.28","","","","2"
"2018-06","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","29.25","","","","2"
"2018-07","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","28.36","","","","2"
"2018-08","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","23.67","","","","2"
"2018-09","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","22.10","","","","2"
"2018-10","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","30.12","","","","2"
"2018-11","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","29.77","","","","2"
"2018-12","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","14.75","","","","2"
"2019-01","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","21.92","","","","2"
"2019-02","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","29.70","","","","2"
"2019-03","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","20.16","","","","2"
"2019-04","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","30.29","","","","2"
"2019-05","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","21.57","","","","2"
"2019-06","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","26.39","","","","2"
"2019-07","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","24.99","","","","2"
"2019-08","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","17.80","","","","2"
"2019-09","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","25.67","","","","2"
"2019-10","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","14.15","","","","2"
"2019-11","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","25.70","","","","2"
"2019-12","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","29.00","","","","2"
"2020-01","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","23.33","","","","2"
"2020-02","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","20.74","","","","2"
"2020-03","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","18.24","","","","2"
"2020-04","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","26.30","","","","2"
"2020-05","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","22.39","","","","2"
"2020-06","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","31.18","","","","2"
"2020-07","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","32.23","","","","2"
"2020-08","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","22.23","","","","2"
"2020-09","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","30.79","","","","2"
"2020-10","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","27.80","","","","2"
"2020-11","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","27.85","","","","2"
"2020-12","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","14.21","","","","2"
"2021-01","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","25.49","","","","2"
"2021-02","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","29.16","","","","2"
"2021-03","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","32.42","","","","2"
"2021-04","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","22.25","","","","2"
"2021-05","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","31.49","","","","2"
"2021-06","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","33.86","","","","2"
"2021-07","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","37.26","","","","2"
"2021-08","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","33.62","","","","2"
"2021-09","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","22.14","","","","2"
"2021-10","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","33.60","","","","2"
"2021-11","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","37.93","","","","2"
"2021-12","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","19.25","","","","2"
"2022-01","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","30.48","","","","2"
"2022-02","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","35.53","","","","2"
"2022-03","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","35.40","","","","2"
"2022-04","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","35.56","","","","2"
"2022-05","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","22.62","","","","2"
"2022-06","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","34.91","","","","2"
"2022-07","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","33.72","","","","2"
"2022-08","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","38.21","","","","2"
"2022-09","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","34.07","","","","2"
"2022-10","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","19.13","","","","2"
"2022-11","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","33.90","","","","2"
"2022-12","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","34.47","","","","2"
"2023-01","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","34.34","","","","2"
"2023-02","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","36.00","","","","2"
"2023-03","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","36.50","","","","2"
"2023-04","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","22.91","","","","2"
"2023-05","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","38.14","","","","2"
"2023-06","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","38.47","","","","2"
"2023-07","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","41.05","","","","2"
"2023-08","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","37.79","","","","2"
"2023-09","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","38.80","","","","2"
"2023-10","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","25.72","","","","2"
"2023-11","Quebec","2016A000224","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447136","5.2","39.33","","","","2"
"2018-01","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","16.87","","","","2"
"2018-02","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","18.26","","","","2"
"2018-03","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","18.10","","","","2"
"2018-04","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","20.30","","","","2"
"2018-05","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","17.14","","","","2"
"2018-06","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","20.90","","","","2"
"2018-07","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","20.94","","","","2"
"2018-08","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","18.23","","","","2"
"2018-09","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","18.46","","","","2"
"2018-10","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","20.04","","","","2"
"2018-11","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","20.09","","","","2"
"2018-12","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","20.92","","","","2"
"2019-01","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","17.60","","","","2"
"2019-02","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","17.59","","","","2"
"2019-03","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","22.03","","","","2"
"2019-04","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","22.20","","","","2"
"2019-05","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","12.60","","","","2"
"2019-06","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","23.63","","","","2"
"2019-07","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","12.54","","","","2"
"2019-08","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","22.16","","","","2"
"2019-09","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","23.49","","","","2"
"2019-10","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","21.35","","","","2"
"2019-11","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","23.54","","","","2"
"2019-12","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","13.23","","","","2"
"2020-01","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","23.30","","","","2"
"2020-02","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","23.04","","","","2"
"2020-03","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","23.63","","","","2"
"2020-04","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","15.10","","","","2"
"2020-05","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","21.60","","","","2"
"2020-06","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","23.58","","","","2"
"2020-07","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","22.55","","","","2"
"2020-08","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","25.39","","","","2"
"2020-09","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","14.16","","","","2"
"2020-10","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","25.07","","","","2"
"2020-11","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","22.97","","","","2"
"2020-12","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","23.73","","","","2"
"2021-01","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","22.14","","","","2"
"2021-02","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","22.64","","","","2"
"2021-03","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","24.30","","","","2"
"2021-04","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","23.49","","","","2"
"2021-05","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","25.76","","","","2"
"2021-06","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","24.30","","","","2"
"2021-07","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","26.89","","","","2"
"2021-08","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","27.79","","","","2"
"2021-09","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","25.18","","","","2"
"2021-10","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","25.13","","","","2"
"2021-11","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","26.84","","","","2"
"2021-12","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","25.30","","","","2"
"2022-01","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","24.61","","","","2"
"2022-02","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","24.02","","","","2"
"2022-03","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","24.55","","","","2"
"2022-04","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","24.19","","","","2"
"2022-05","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","26.68","","","","2"
"2022-06","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","27.09","","","","2"
"2022-07","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","25.98","","","","2"
"2022-08","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","23.85","","","","2"
"2022-09","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","27.95","","","","2"
"2022-10","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","26.61","","","","2"
"2022-11","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","25.54","","","","2"
"2022-12","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","22.42","","","","2"
"2023-01","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","27.29","","","","2"
"2023-02","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","27.47","","","","2"
"2023-03","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","26.91","","","","2"
"2023-04","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","28.27","","","","2"
"2023-05","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","30.53","","","","2"
"2023-06","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","32.82","","","","2"
"2023-07","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","31.55","","","","2"
"2023-08","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","32.31","","","","2"
"2023-09","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","30.10","","","","2"
"2023-10","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","35.55","","","","2"
"2023-11","Quebec","2016A000224","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447137","5.3","31.47","","","","2"
